Sensor IP, Frame ID, range (m), azimuth (degrees), elevation (degrees), intensity, r, g, b, point type, echo, laser row, laser col, scan direction, pixel row, pixel col, actual charge time (ns)
10.10.10.48, 42731, 3.71168, 49.0796, -9.01263, 388, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2246, 0, 28, 149, 880
10.10.10.48, 42731, 3.81392, 45.7621, -9.12722, 454, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2183, 0, 27, 146, 920
10.10.10.48, 42731, 4.84202, 42.5765, -9.24181, 1346, 0, 255, 0, 49201, FIRST_ECHO, 1078, 2120, 0, 27, 142, 860
10.10.10.48, 42731, 4.44991, 39.1387, -9.35067, 244, 0, 255, 0, 49169, FIRST_ECHO, 1078, 2050, 0, 27, 138, 889
10.10.10.48, 42731, 5.46828, 35.7526, -9.4538, 1456, 0, 255, 0, 49265, FIRST_ECHO, 1078, 1980, 0, 27, 134, 850
10.10.10.48, 42731, 5.35594, 32.0455, -9.55694, 769, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1903, 0, 26, 129, 900
10.10.10.48, 42731, 6.18567, 28.2583, -9.64861, 1963, 0, 255, 0, 49201, FIRST_ECHO, 1078, 1826, 0, 26, 124, 860
10.10.10.48, 42731, 6.68545, 24.471, -9.72882, 1569, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1749, 0, 26, 119, 830
10.10.10.48, 42731, 8.14759, 20.2197, -9.79758, 2332, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1665, 0, 26, 113, 889
10.10.10.48, 42731, 11.5978, 15.934, -9.8606, 498, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1581, 0, 25, 106, 870
10.10.10.48, 42731, 11.748, 11.5279, -9.90071, 427, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1497, 0, 25, 100, 850
10.10.10.48, 42731, 11.7058, 7.11041, -9.93509, 440, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1413, 0, 25, 93, 840
10.10.10.48, 42731, 11.7811, 2.5955, -9.94655, 446, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1329, 0, 25, 86, 840
10.10.10.48, 42731, 11.8346, -1.91941, -9.94655, 418, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1245, 0, 25, 79, 840
10.10.10.48, 42731, 11.9423, -6.38275, -9.93509, 333, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1161, 0, 25, 72, 840
10.10.10.48, 42731, 11.9227, -10.8633, -9.90644, 416, 0, 255, 0, 49169, FIRST_ECHO, 1078, 1077, 0, 25, 65, 840
10.10.10.48, 42731, 11.9856, -15.2292, -9.86633, 429, 0, 255, 0, 49169, FIRST_ECHO, 1078, 993, 0, 25, 59, 850
10.10.10.48, 42731, 12.0048, -19.578, -9.80904, 434, 0, 255, 0, 49169, FIRST_ECHO, 1078, 909, 0, 25, 52, 860
10.10.10.48, 42731, 12.0136, -23.8408, -9.74028, 446, 0, 255, 0, 49169, FIRST_ECHO, 1078, 825, 0, 25, 46, 889
10.10.10.48, 42731, 12.123, -27.9718, -9.65434, 355, 0, 255, 0, 49169, FIRST_ECHO, 1078, 741, 0, 25, 41, 900
10.10.10.48, 42731, 12.2072, -31.7132, -9.56266, 443, 0, 255, 0, 49169, FIRST_ECHO, 1078, 664, 0, 25, 36, 860
10.10.10.48, 42731, 12.3376, -35.4718, -9.45953, 363, 0, 255, 0, 49169, FIRST_ECHO, 1078, 587, 0, 26, 31, 889
10.10.10.48, 42731, 12.4097, -38.858, -9.36213, 342, 0, 255, 0, 49169, FIRST_ECHO, 1078, 517, 0, 26, 27, 850
10.10.10.48, 42731, 12.582, -42.29, -9.24754, 449, 0, 255, 0, 49169, FIRST_ECHO, 1078, 447, 0, 26, 23, 889
10.10.10.48, 42731, 12.7111, -45.4642, -9.13868, 1007, 0, 255, 0, 49169, FIRST_ECHO, 1078, 384, 0, 26, 19, 850
10.10.10.48, 42731, 12.7501, -48.7702, -9.02409, 1735, 0, 255, 0, 49169, FIRST_ECHO, 1078, 321, 0, 26, 16, 910
10.10.10.48, 42731, 12.6828, -51.8699, -8.91522, 818, 0, 255, 0, 49169, FIRST_ECHO, 1078, 265, 0, 26, 13, 880
10.10.10.48, 42731, 12.2016, -55.1071, -8.80063, 1948, 0, 255, 0, 49169, FIRST_ECHO, 1078, 209, 0, 26, 10, 959
10.10.10.48, 42731, 12.357, -58.2068, -8.6975, 426, 0, 255, 0, 49169, FIRST_ECHO, 1078, 160, 0, 27, 8, 950
10.10.10.48, 42731, 14.2437, -63.5009, -8.51988, 336, 0, 255, 0, 49169, FIRST_ECHO, 1078, 83, 0, 26, 4, 900
10.10.10.48, 42731, 12.2086, -56.8431, -8.74334, 23903, 0, 0, 0, 49377, FIRST_ECHO, 1078, 181, 0, 27, 9, 860
10.10.10.48, 42731, 12.2751, -53.8924, -8.84647, 4250, 0, 255, 0, 49169, FIRST_ECHO, 1078, 230, 0, 26, 11, 900
10.10.10.48, 42731, 12.9028, -50.6724, -8.95533, 1770, 0, 255, 0, 49169, FIRST_ECHO, 1078, 286, 0, 26, 14, 930
10.10.10.48, 42731, 12.8268, -47.6357, -9.06419, 2730, 0, 255, 0, 49169, FIRST_ECHO, 1078, 342, 0, 26, 17, 850
